Review,traduccion_nueva,ds,Bank Name,data_source,state,Sentiment_score,Predicted_SASB,Predicted_Pilar,dimension_SSINDEX,dimension_SASB,relevance,relevance_2,Pilar,SASB,Sentiment_gen,year,month,month_num,city
"Estas sucursales de Santander siempre son un problema, cuando no tienen dinero, no sirven los cajeros, siempre hay mucha gente. Pésimo servicio.","These Santander branches are always a problem, when they don&#39;t have money, the ATMs don&#39;t work, there are always a lot of people. Terrible service.",2023-12-15,Banco Santander,maps,Jalisco,10,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,si,si,Social External,Social Capital,POSITIVE,2023.0,December,12.0,Guadalajara
Excelente servicio 👍 y muy bien situado,Excellent service 👍 and very well located,2024-05-16,Banco Santander,maps,Jalisco,90,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2024.0,May,5.0,Guadalajara
Tienen pésimo servicio y no te dan solución,They have terrible service and they don&#39;t give you a solution,2024-02-02,Banco Santander,maps,Jalisco,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,si,Social External,Social Capital,NEGATIVE,2024.0,February,2.0,Guadalajara
"Muy mal servicio, solo una caja","Very bad service, only one box",2023-05-19,Banco Santander,maps,Jalisco,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,si,Social External,Social Capital,MIXED,2023.0,May,5.0,Guadalajara
Aparatos defectuosos para leer la huella digital y recoger mi tarjera de debito express asi que me la negaron y tuve que pedir la personalizada que tarda 5 dias!! Mejoren el servicio de sus aparatos!!,Defective devices to read the fingerprint and collect my express debit card so they denied it to me and I had to request the personalized one that takes 5 days!! Improve the service of your devices!!,2024-05-17,Banco Santander,maps,Jalisco,20,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,MIXED,2024.0,May,5.0,Guadalajara
"Muy mal servicio, se tardan mucho y se saltan los turnos, se la pasan platicando y pasiandose por toda la sucursal, para un solo pago espere 1 hora y media, solo tienen una caja abierta, muy mal servicio le daría 0 estrellas pero no se puede.","Very bad service, they take a long time and they skip shifts, they spend their time talking and wandering around the entire branch, for a single payment I waited 1 hour and a half, they only have one cash register open, very bad service I would give it 0 stars but I don&#39;t know can.",2024-03-26,Banco Santander,maps,Jalisco,10,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2024.0,March,3.0,Guadalajara
Buena atención sólo falta que habrán los días sábado a media día de 9am a 1pm,"Good service, the only thing missing is that there will be Saturdays at noon from 9am to 1pm",2024-01-12,Banco Santander,maps,Jalisco,75,Social Capital,Social External,PRICE/QUALITY RATIO,CUSTOMER WELFARE,no,si,Social External,Social Capital,NEGATIVE,2024.0,January,1.0,Guadalajara
"Fui a hacer un pago de tarjeta y jamas me dieron ticket, que porque ya no los imprimía, la cajera muy grosera solo me pidió correo qué según ahí iba a llegar el comprobante de deposito y es fecha qué no me llega nada, solo falta que mi dinero se lo haya robado porque ni en la tarjeta se refleja el deposito y fui a preguntar y nadie sabía nada de esa cajera y que sin ticket no podían hacer nada🙄","I went to make a card payment and they never gave me a ticket, because because I no longer printed them, the very rude cashier only asked me for email because the deposit receipt was going to arrive there and that&#39;s the date I don&#39;t get anything, I just need to My money was stolen because the card didn&#39;t even show the deposit and I went to ask and no one knew anything about that cashier and that without a ticket they couldn&#39;t do anything🙄",2023-11-16,Banco Santander,maps,Jalisco,10,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2023.0,November,11.0,Guadalajara
"Más de 2 horas esperando un ejecutivo, pésimo banco, pésimo servicio.","More than 2 hours waiting for an executive, terrible bank, terrible service.",2024-04-18,Banco Santander,maps,Jalisco,10,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2024.0,April,4.0,Guadalajara
"no es una buena opción para pagar servicios en el cajero,
como agua, luz, teléfono ya que covra una comisión.
Mejor otra alternativa, eso opinión","It is not a good option to pay for services at the ATM, such as water, electricity, telephone since it charges a commission. Better another alternative, that&#39;s my opinion",2024-01-17,Banco Santander,maps,Jalisco,35,Environment,Environmental,ENVIRONMENTAL PROTOCOLS,WATER & WASTEWATER MANAGEMENT,no,si,Environmental,Environment,NEGATIVE,2024.0,January,1.0,Guadalajara
"Cero profesionalismo quería abrir una cuenta y no me la querían tramitar que porque me iban a cobrar, el que da las fichas se la pasaba platicando con los ejecutivos y dejaba solo su lugar aunque hubiera gente, después de regresar 3 veces a la misma sucursal esperamos más de una hora porque no había un ejecutivo que nos atendiera 😒😒😒 pésimo servicio les urge una persona que más este supervisando","With zero professionalism, I wanted to open an account and they didn&#39;t want to process it because because they were going to charge me, the person who gives the chips spent the time talking to the executives and left his place alone even if there were people, after returning 3 times to the same branch we waited more than an hour because there was no executive to assist us 😒😒😒 terrible service, they urgently need a person who is supervising us more",2023-07-11,Banco Santander,maps,Jalisco,15,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2023.0,July,7.0,Guadalajara
"Mal servicio la atención es muy lenta puedes tardar hasta 1 hora esperando turno, tienen muchos cubículos pero pocos asesores, no puedo poner media que si no se la llevan","Bad service, attention is very slow, it can take up to 1 hour waiting for your turn, they have many cubicles but few advisors, I can&#39;t say what if they don&#39;t take it away",2023-05-17,Banco Santander,maps,Jalisco,15,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,no,si,Social External,Social Capital,NEGATIVE,2023.0,May,5.0,Guadalajara
"Solo falta  más rapidez en la atención,  eran muy pocas cajas y ejecutivos  atendiendo  a los cuentahabientes","The only thing missing is faster service, there were very few cashiers and executives serving the account holders",2023-09-01,Banco Santander,maps,Jalisco,40,Social Capital,Social External,CUSTOMER MANAGEMENT (VALUE),CUSTOMER WELFARE,si,si,Social External,Social Capital,POSITIVE,2023.0,September,9.0,Guadalajara
Si son bien profesionales en su trato y las preguntas de tal o cuál servicio producto siempre te responden con criterio,If they are very professional in their treatment and the questions about this or that product service they always answer you with criteria.,2023-08-03,Banco Santander,maps,Jalisco,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,si,Social External,Social Capital,NEUTRAL,2023.0,August,8.0,Guadalajara
"Pésimo servicio, pésimo banco, no resuelven, complican el trámite más sencillo. Tienen cautivos en su nómina a los trabajadores del municipio de Guadalajara","Terrible service, terrible bank, they do not resolve, they complicate the simplest procedure. They have the workers of the municipality of Guadalajara captive on their payroll",2023-05-05,Banco Santander,maps,Jalisco,10,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,si,si,Social External,Social Capital,POSITIVE,2023.0,May,5.0,Guadalajara
Experiencias personalizada buena atencion,"Personalized experiences, good service",2023-12-23,Banco Santander,maps,Jalisco,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEUTRAL,2023.0,December,12.0,Guadalajara
"Muy bien servicio y amables, el Gerente es muy correcto y te atiende de lujo 👍","Very good service and friendly, the Manager is very correct and takes great care of you 👍",2023-06-22,Banco Santander,maps,Jalisco,90,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,si,Social External,Social Capital,POSITIVE,2023.0,June,6.0,Guadalajara
Lentos y pésimo sevicio,Slow and terrible service,2023-11-23,Banco Santander,maps,Jalisco,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,si,Social External,Social Capital,NEUTRAL,2023.0,November,11.0,Guadalajara
"Me atendió en caja 1 una chica que dice llamarse “Ari” quien se portó muy prepotente, evidenciando su poca empatía y nula capacidad de servicio al cliente. Se les olvida que no son una autoridad; son más como cajeros de Oxxo pero con un cristal en medio.

En fin ya que me desahogue, les recomiendo acudir a otra sucursal, porque esta no es tan Select que digamos.","I was served at checkout 1 by a girl who says her name is “Ari” who acted very arrogant, showing her little empathy and no customer service ability. They forget that they are not an authority; They are more like Oxxo ATMs but with a glass in the middle. Anyway, now that I&#39;ve gotten it off my chest, I recommend going to another branch, because this one is not as Select as we might say.",2024-05-16,Banco Santander,maps,Jalisco,15,Social Capital,Environmental,ENVIRONMENTAL CULTURE,CUSTOMER WELFARE,si,si,Environmental,Social Capital,NEGATIVE,2024.0,May,5.0,Guadalajara
"Buena atención,  atención rápida y amable y me aclararon algunas dudas","Good service, fast and friendly service and they clarified some questions for me",2024-07-04,Banco Santander,maps,Jalisco,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2024.0,July,7.0,Guadalajara
"Pésimo servicio y atención en la sucursal de Calzada Independencia y Circunvalación, la tipa que está en la puerta no quiso darme una ficha para atender mis dudas sin embargo a gritos le preguntó a otra tipa sentada una de las preguntas que yo le había hecho a lo que a gritos de nuevo contestaba la tipa qué desagradable situación además menciono que la información que me dan  en Internet es una, por teléfono es otra y las tipas de la sucursal otra muy diferente!! Pésima experiencia y no hace de eso ni
10 minutos 😡😡😡😡","Terrible service and attention at the Calzada Independencia and Circunvalación branch, the woman at the door did not want to give me a token to answer my questions, however she loudly asked another woman sitting one of the questions that I had asked her. The woman shouted again, what an unpleasant situation. I also mentioned that the information they give me on the Internet is one, on the phone it is another, and the women at the branch are very different!! Terrible experience and not even 10 minutes ago 😡😡😡😡",2023-10-24,Banco Santander,maps,Jalisco,10,Social Capital,Social External,COMPLAINTS,CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2023.0,October,10.0,Guadalajara
"Poco personal, los asesores ocupados haciendo papeleo y varias personas esperando al único que esta para atender, y todavía el pasa a unos conocidos sin ficha, le pedí a la que estaba armando un expediente apoyo y me dijo que esperará al turno, con El único que había en atención","Few staff, the advisors busy doing paperwork and several people waiting for the only one who is there to assist, and he still passes on to some acquaintances without a file, I asked the person who was putting together a file for support and she told me that she will wait for her turn, with the only one what was in attention",2023-05-06,Banco Santander,maps,Jalisco,20,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,si,si,Social Internal,Human Capital,NEGATIVE,2023.0,May,5.0,Guadalajara
Pésimo trato al cliente de todos. Nos robaron 11 mil pesos porque sus practicajeros se tragaron el dinero y nunca se hicieron responsables.,Terrible customer service from everyone. They stole 11 thousand pesos from us because their pilots swallowed the money and never took responsibility.,2023-06-27,Banco Santander,maps,Jalisco,10,Social Capital,Social External,CUSTOMER MANAGEMENT (VALUE),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEUTRAL,2023.0,June,6.0,Guadalajara
