"Review","DS","Bank Name","data_source","Bank ID","state","Pilar","Predicted_Pilar","SASB","Predicted_SASB","dimension_SASB","dimension_SASB.1","dimension_SSINDEX","Sentiment_score","response_text","relevance","Sentiment_gen","spam","Industry"
"A lot of these problems started after the merger with McDonald Douglas and Boeing adopting several of their business practices, which still blows my mind that they decided to adopt the practices of a company that had been failing so hard it had to merge with another.",19-03-2024 12:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"The main source of this problem is one that most companies are facing now. Hiring the cheapest most unexperienced workers and seeing a giant drop in quality. (In this case itâ€™s the manufactuers, quality control, and middle management). This problem is really bad everywhere, retail middle management being terrible bosses, software devs being so bad now that apps are full of bugs, all products at the store being cheap and not working properly",19-03-2024 12:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Social Capital","Social Capital","CUSTOMER WELFARE","CUSTOMER WELFARE","DIVERSITY",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"I'm in a manufacturing engineering technology class in a tech college. One of the students here was in a lean manufacturing department of Boeing. I won't be able to do lean manufacturing justice by trying to explain what it is here, but the second Boeing saw short term profit, they axed the entire department firing everyone.",19-03-2024 12:00,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Business Model and Innovation","Business Model and Innovation","SUPPLY CHAIN MANAGEMENT","SUPPLY CHAIN MANAGEMENT","ENVIRONMENTAL PROTOCOLS",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"There are countless aircraft well over 40-50 even 60 years old that still operate regularly and safely yet Boeing can't make a brand new plane without some crap falling off like a busted up Ford. A lot of those well built older planes were built by Boeing too!",19-03-2024 12:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER WELFARE","CUSTOMER WELFARE","CUSTOMER MANAGEMENT (QUALITY)",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"The whistleblower must publicly declare that he is not suicidal",10-04-2024 12:30,"Boeing","Youtube",3,"Illinois","Social External","Social External","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","CUSTOMER MANAGEMENT (QUALITY)",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"Protect the whistleblower!!",10-04-2024 12:30,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","OTHER","OTHER","WHISTLEBLOWER LINE (TRUST)",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"They forgot to mentioned the previous whistleblower said that if anything happens, itâ€™s not suicide..",10-04-2024 12:30,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","ETHICAL PROTOCOLS",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"This whistleblower needs to get personal security because the last guy that came forward ended up dead.",10-04-2024 12:30,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","ANTI-CORRUPTION",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"What likely happened is homeboy didn't get the promotion he wanted. Now he's a 'whistleblower'. What's worse is that people in the comments have no brain and believe 1 person making a claim without understanding there are hundreds of people involved in testing and safety.",10-04-2024 12:30,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","TRAINING",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"I donâ€™t want to hear anyone talk ðŸ’© about China and quality anymore after this Boeing debacle.",10-04-2024 12:30,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","CUSTOMER MANAGEMENT (QUALITY)",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"How and why would a quality control engineer not have all the testing data?",10-04-2024 12:30,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","QUALITY",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"We are all doomed. Even if some of us avoid flying on those planes, they'll still be flying overhead and potentially risking the lives of people on the ground. Take the 787s out of service.",10-04-2024 12:30,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER WELFARE","CUSTOMER WELFARE","CUSTOMER MANAGEMENT (QUALITY)",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"I travel internationally every three months. If I die due to an issue with the Boeing aircraft, I will take legal action against the company from the other side",10-04-2024 12:30,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","ETHICAL PROTOCOLS",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"Iâ€™m skeptical, only because the 787â€™s record is impeccable when it comes to safety. If airlines arenâ€™t maintaining them properly, thatâ€™s a different story. I flew one from Los Angeles to Tokyo couple years back and we hit, what the pilot called, major turbulence. People on the plane were praying and we were bucking like a bronco on speed for a good half hour. The plane took it in stride and the last 3 hours were as smooth as glass. Launch an investigation and have unbiased structural engineers look it over and give their assessment.",10-04-2024 12:30,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","ENVIRONMENTAL PROTOCOLS",65,"PuntuaciÃ³n=65","si","NEGATIVE","no","Aviation & Aerospace."
"""Safety is the foundation that the entire aviation industry is built on"" - something Boeing forgot.",22-03-2024 14:10,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","DIVERSITY",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"Itâ€™s refreshing to hear from an aircraft company thatâ€™s not utter trash. Boeing vs Airbus is like night and day. Boeing focuses on circumventing regulations in the service of ever-increasing profits to the detriment of safety. Airbus deftly navigates strict (for good reason) EU regulations while making superior products.",22-03-2024 14:10,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","SAFETY (WORKPLACE)",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"A struggling Boeing will result in alot of pressure on Airbus and he is smart enough to know that an instant increase of market share for Airbus will lead them into the same situation Boeing is in.",22-03-2024 14:10,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"The FAA should also be in the hot seat for allowing Boeing to ""self regulate"" its quality control, meaning slashing it to ""maximize shareholder value"".",22-03-2024 14:10,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","QUALITY",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"People already have a common fear of flying. Whatâ€™s SUPPOSED to put those fears at rest is the knowledge that flying is incredibly safe due to the high standards of excellence and safety in every step of the process, from the training of the pilots to the construction of the planes to the safety checks before takeoff, and everything in between. Boeing has betrayed that. You CANNOT cut corners when building airplanes. This is something that simply should not and cannot be acceptable, when a single crash can kill 200-300 people in an instant.

Fortunately it looks like at least Airbus have common sense and are willing to continue to uphold those standards where Boeing have fallen short.",22-03-2024 14:10,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"Now this is a man that wouldn't murder a former employee that questions his company. ðŸ¤”",22-03-2024 14:10,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"I admire those Airbus executives. They try so hard not to laugh in public.",22-03-2024 14:10,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","HUMAN RIGHTS & COMMUNITY RELATIONS","HUMAN RIGHTS & COMMUNITY RELATIONS","PRICE/QUALITY RATIO",65,"PuntuaciÃ³n=65","si","NEGATIVE","no","Aviation & Aerospace."
"Idk if you guys seen any Airbus factory videos while theyâ€™re making their planes. Compared to Boeing, at least Airbus has all their employees uniformed and grouped accordingly. Boeing factories look like a bunch of contracted outsourced people. Something as simple as uniforms they canâ€™t even do what more the proper oversight thatâ€™s required on building these machines.",22-03-2024 14:10,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Leadership and Governance","Leadership and Governance","CRITICAL INCIDENT RISK MANAGEMENT","CRITICAL INCIDENT RISK MANAGEMENT","SAFETY (WORKPLACE)",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"All commercial tech companies in the US seem to use the speed first approach.  Since 2000 no one prioritizes quality.  Here's hoping the reshoring efforts will lead to rebirth of American pride in quality.",22-03-2024 14:10,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",65,"PuntuaciÃ³n=65","si","NEGATIVE","no","Aviation & Aerospace."
"The result of excellent media training, right there. Classy.",22-03-2024 14:10,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","TRAINING",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"Nicely weighted and balanced comments from the AB chief. 
Glad to hear they are learning lessons from whatâ€™s happening to others and not revelling in their misfortunes. 
This is diligent and wise and prudent. 
The aviation industry needs both big manufacturers to be good and on top of their game as he wisely stated. 
Boeingsâ€™ earlier successes is what made Airbus better.
And now Boeing need that same motivation to solve the problems and get better again . 
Competitors yes , but also one inspires the other to continuously improve.",22-03-2024 14:10,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"Boeing: speed, quantity, profit

Airbus: safety, quality, trustworthy",22-03-2024 14:10,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","HEALTH (PROTOCOLS)",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
